"THEO DÕI NĂNG LƯỢNG SỬ DỤNG HẰNG NGÀY (ĐIỆN NĂNG)
TRACKING DAILY ENERGY USED (ELECTRICITY)",,,,,,"Số hiệu tài liệu:
Document code",HSE.V.HS.SOP-21.00.RE-02,,,,,,,,,,,,,,,,,,,
,,,,,,Lần sửa đổi Revision No : ,00,,,,,,,,,,,,,,,,,,,
,,,,,,"Ngày hiệu lực :
Effectivity date",10/08/2022,,,,,,,,,,,,,,,,,,,
,Code,,  PB02010122892 - Main factory ,,,,,,,,,,,,,,,,,,,Ngày,Đơn vị Kwh,,,
Tháng,Thời gian ,Ngày," Bình thường
(Kwh)  "," Cao điểm
(Kwh)  "," Thấp điểm
(Kwh)  ", Tổng , Tổng ,Daily Est,Steaming,Shelling,Borma,MCPeeling,Color,Packing,ECO2,,,,,,,Ngày,Bình thường,Cao điểm,Thấp điểm,Tổng
,6h sáng,1/28/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,1/28/2024,,,,
,6h sáng,1/29/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,1/29/2024,,,,
,6h sáng,1/30/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,1/30/2024,,,,
,6h sáng,1/31/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,1/31/2024,,,,
,6h sáng,2/1/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,2/1/2024,,,,
,6h sáng,2/2/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,2/2/2024,,,,
,6h sáng,2/3/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,2/3/2024,,,,
,6h sáng,2/4/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,2/4/2024,,,,
,6h sáng,2/5/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,2/5/2024,,,,
,6h sáng,2/6/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,2/6/2024,,,,
,6h sáng,2/7/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,2/7/2024,,,,
,6h sáng,2/8/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,2/8/2024,,,,
,6h sáng,2/9/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,2/9/2024,,,,
,6h sáng,2/10/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,2/10/2024,,,,
,6h sáng,2/11/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,2/11/2024,,,,
,6h sáng,2/12/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,2/12/2024,,,,
,6h sáng,2/13/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,2/13/2024,,,,
,6h sáng,2/14/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,2/14/2024,,,,
,6h sáng,2/15/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,2/15/2024,,,,
,6h sáng,2/16/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,2/16/2024,,,,
,6h sáng,2/17/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,2/17/2024,,,,
,6h sáng,2/18/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,2/18/2024,,,,
,6h sáng,2/19/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,2/19/2024,,,,
,6h sáng,2/20/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,2/20/2024,,,,
,6h sáng,2/21/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,2/21/2024,,,,
,6h sáng,2/22/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,2/22/2024,,,,
,6h sáng,2/23/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,2/23/2024,,,,
,6h sáng,2/24/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,2/24/2024,,,,
,6h sáng,2/25/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,2/25/2024,,,,
,6h sáng,2/26/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,2/26/2024,,,,
,6h sáng,2/27/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,2/27/2024,,,,
,6h sáng,2/28/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,2/28/2024,,,,
,6h sáng,2/29/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,2/29/2024,,,,
,6h sáng,3/1/2024,,,,  -   ,  -   ,"  6,000 ",,,,,,,,,,,,,,3/1/2024,,,,
,6h sáng,3/2/2024,,,,  -   ,  -   ,"  6,000 ",,,,,,,,,,,,,,3/2/2024,,,,
,6h sáng,3/3/2024,,,,  -   ,  -   ,"  1,000 ",,,,,,,,,,,,,,3/3/2024,,,,
,6h sáng,3/4/2024,,,,  -   ,  -   ,"  6,000 ",,,,,,,,,,,,,,3/4/2024,,,,
,6h sáng,3/5/2024,,,,  -   ,  -   ,"  6,000 ",,,,,,,,,,,,,,3/5/2024,,,,
,6h sáng,3/6/2024,,,,  -   ,  -   ,"  6,000 ",,,,,,,,,,,,,,3/6/2024,,,,
,6h sáng,3/7/2024,,,,  -   ,  -   ,"  6,000 ",,,,,,,,,,,,,,3/7/2024,,,,
,6h sáng,3/8/2024,,,,  -   ,  -   ,"  6,000 ",,,,,,,,,,,,,,3/8/2024,,,,
,6h sáng,3/9/2024,,,,  -   ,  -   ,"  6,000 ",,,,,,,,,,,,,,3/9/2024,,,,
,6h sáng,3/10/2024,,,,  -   ,  -   ,"  1,000 ",,,,,,,,,,,,,,3/10/2024,,,,
,6h sáng,3/11/2024,,,,  -   ,  -   ,"  6,000 ",,,,,,,,,,,,,,3/11/2024,,,,
,6h sáng,3/12/2024,,,,  -   ,  -   ,"  6,000 ",,,,,,,,,,,,,,3/12/2024,,,,
,6h sáng,3/13/2024,,,,  -   ,  -   ,"  6,000 ",,,,,,,,,,,,,,3/13/2024,,,,
,6h sáng,3/14/2024,,,,  -   ,  -   ,"  6,000 ",,,,,,,,,,,,,,3/14/2024,,,,
,6h sáng,3/15/2024,,,,  -   ,  -   ,"  6,000 ",,,,,,,,,,,,,,3/15/2024,,,,
,6h sáng,3/16/2024,,,,  -   ,  -   ,"  6,000 ",,,,,,,,,,,,,,3/16/2024,,,,
,6h sáng,3/17/2024,,,,  -   ,  -   ,"  1,000 ",,,,,,,,,,,,,,3/17/2024,,,,
,6h sáng,3/18/2024,,,,  -   ,  -   ,"  6,000 ",,,,,,,,,,,,,,3/18/2024,,,,
,6h sáng,3/19/2024,,,,  -   ,  -   ,"  6,000 ",,,,,,,,,,,,,,3/19/2024,,,,
,6h sáng,3/20/2024,,,,  -   ,  -   ,"  6,000 ",,,,,,,,,,,,,,3/20/2024,,,,
,6h sáng,3/21/2024,,,,  -   ,  -   ,"  6,000 ",,,,,,,,,,,,,,3/21/2024,,,,
,6h sáng,3/22/2024,,,,  -   ,  -   ,"  6,000 ",,,,,,,,,,,,,,3/22/2024,,,,
,6h sáng,3/23/2024,,,,  -   ,  -   ,"  6,000 ",,,,,,,,,,,,,,3/23/2024,,,,
,6h sáng,3/24/2024,,,,  -   ,  -   ,"  1,000 ",,,,,,,,,,,,,,3/24/2024,,,,
,6h sáng,3/25/2024,,,,  -   ,  -   ,"  6,000 ",,,,,,,,,,,,,,3/25/2024,,,,
,6h sáng,3/26/2024,,,,  -   ,  -   ,"  6,000 ",,,,,,,,,,,,,,3/26/2024,,,,
,6h sáng,3/27/2024,,,,  -   ,  -   ,"  3,000 ",,,,,,,,,,,,,,3/27/2024,,,,
,6h sáng,3/28/2024,,,,  -   ,  -   ,"  3,000 ",,,,,,,,,,,,,,3/28/2024,,,,
,6h sáng,3/29/2024,,,,  -   ,  -   ,"  2,000 ",,,,,,,,,,,,,,3/29/2024,,,,
,6h sáng,3/30/2024,,,,  -   ,  -   ,"  3,000 ",,,,,,,,,,,,,,3/30/2024,,,,
,6h sáng,3/31/2024,,,,  -   ,  -   ,"  1,000 ",,,,,,,,,,,,,,3/31/2024,,,,
,6h sáng,4/1/2024,,,,  -   ,  -   ,11500,,,,,,,,,,,,,,4/1/2024,,,,
,6h sáng,4/2/2024,,,,  -   ,  -   ,11500,,,,,,,,,,,,,,4/2/2024,,,,
,6h sáng,4/3/2024,,,,  -   ,  -   ,11500,,,,,,,,,,,,,,4/3/2024,,,,
,6h sáng,4/4/2024,,,,  -   ,  -   ,11500,,,,,,,,,,,,,,4/4/2024,,,,
,6h sáng,4/5/2024,,,,  -   ,  -   ,11500,,,,,,,,,,,,,,4/5/2024,,,,
,6h sáng,4/6/2024,,,,  -   ,  -   ,11500,#REF!,Target weekly,,,,,,,,,,,,4/6/2024,,,,
,6h sáng,4/7/2024,,,,  -   ,  -   ,1000,#REF!,Actual weekly,,,,,,,,,,,,4/7/2024,,,,
,6h sáng,4/8/2024,,,,  -   ,  -   ,11500,#REF!,,,,,,,,,,,,,4/8/2024,,,,
,6h sáng,4/9/2024,,,,  -   ,  -   ,11500,,,,,,,,,,,,,,4/9/2024,,,,
,6h sáng,4/10/2024,,,,  -   ,  -   ,11500,,,,,,,,,,,,,,4/10/2024,,,,
,6h sáng,4/11/2024,,,,  -   ,  -   ,11500,,,,,,,,,,,,,,4/11/2024,,,,
,6h sáng,4/12/2024,,,,  -   ,  -   ,11500,,,,,,,,,,,,,,4/12/2024,,,,
,6h sáng,4/13/2024,,,,  -   ,  -   ,11500,#REF!,Target weekly,,,,,,,,,,,,4/13/2024,,,,
,6h sáng,4/14/2024,,,,  -   ,  -   ,1000,#REF!,Actual weekly,,,,,,,,,,,,4/14/2024,,,,
,6h sáng,4/15/2024,,,,  -   ,  -   ,11500,#REF!,,,,,,,,,,,,,4/15/2024,,,,
,6h sáng,4/16/2024,,,,  -   ,  -   ,11500,,,,,,,,,,,,,,4/16/2024,,,,
,6h sáng,4/17/2024,,,,  -   ,  -   ,11500,,,,,,,,,,,,,,4/17/2024,,,,
,6h sáng,4/18/2024,,,,  -   ,  -   ,11500,,,,,,,,,,,,,,4/18/2024,,,,
,6h sáng,4/19/2024,,,,  -   ,  -   ,11500,#REF!,Target weekly,,,,,,,,,,,,4/19/2024,,,,
,6h sáng,4/20/2024,,,,  -   ,  -   ,11500,#REF!,Actual weekly,,,,,,,,,,,,4/20/2024,,,,
,6h sáng,4/21/2024,,,,  -   ,  -   ,1000,#REF!,,,,,,,,,,,,,4/21/2024,,,,
,6h sáng,4/22/2024,,,,  -   ,  -   ,11500,,,,,,,,,,,,,,4/22/2024,,,,
,6h sáng,4/23/2024,,,,  -   ,  -   ,11500,,,,,,,,,,,,,,4/23/2024,,,,
,6h sáng,4/24/2024,,,,  -   ,  -   ,11500,,,,,,,,,,,,,,4/24/2024,,,,
,6h sáng,4/25/2024,,,,  -   ,  -   ,11500,,,,,,,,,,,,,,4/25/2024,,,,
,6h sáng,4/26/2024,,,,  -   ,  -   ,11500,,,,,,,,,,,,,,4/26/2024,,,,
,6h sáng,4/27/2024,,,,  -   ,  -   ,11500,,,,,,,,,,,,,,4/27/2024,,,,
,6h sáng,4/28/2024,,,,  -   ,  -   ,1000,81500,,,,,,,,,,,,,4/28/2024,,,,
,6h sáng,4/29/2024,,,,  -   ,  -   ,11500,,,,,,,,,,,,,,4/29/2024,,,,
,6h sáng,4/30/2024,,,,  -   ,  -   ,0,,,,,,,,,,,,,,4/30/2024,,,,
,6h sáng,5/1/2024,,,,  -   ,  -   ,11200,#REF!,,,,,,,,,,,,,5/1/2024,,,,
,6h sáng,5/2/2024,,,,  -   ,  -   ,11200,,,,,,,,,,,,,,5/2/2024,,,,
,6h sáng,5/3/2024,,,,  -   ,  -   ,11200,,,,,,,,,,,,,,5/3/2024,,,,
,6h sáng,5/4/2024,,,,  -   ,  -   ,11200,,,,,,,,,,,,,,5/4/2024,,,,
,6h sáng,5/5/2024,,,,  -   ,  -   ,1000,,,,,,,,,,,,,,5/5/2024,,,,
,6h sáng,5/6/2024,,,,  -   ,  -   ,11200,,,,,,,,,,,,,,5/6/2024,,,,
,6h sáng,5/7/2024,,,,  -   ,  -   ,11200,,,,,,,,,,,,,,5/7/2024,,,,
,6h sáng,5/8/2024,,,,  -   ,  -   ,11200,,,,,,,,,,,,,,5/8/2024,,,,
,6h sáng,5/9/2024,,,,  -   ,  -   ,11200,,,,,,,,,,,,,,5/9/2024,,,,
,6h sáng,5/10/2024,,,,  -   ,  -   ,11200,,,,,,,,,,,,,,5/10/2024,,,,
,6h sáng,5/11/2024,,,,  -   ,  -   ,11200,,,,,,,,,,,,,,5/11/2024,,,,
,6h sáng,5/12/2024,,,,  -   ,  -   ,1000,,,,,,,,,,,,,,5/12/2024,,,,
,6h sáng,5/13/2024,,,,  -   ,  -   ,11200,,,,,,,,,,,,,,5/13/2024,,,,
,6h sáng,5/14/2024,,,,  -   ,  -   ,11200,,,,,,,,,,,,,,5/14/2024,,,,
,6h sáng,5/15/2024,,,,  -   ,  -   ,11200,,,,,,,,,,,,,,5/15/2024,,,,
,6h sáng,5/16/2024,,,,  -   ,  -   ,11200,,,,,,,,,,,,,,5/16/2024,,,,
,6h sáng,5/17/2024,,,,  -   ,  -   ,11200,,,,,,,,,,,,,,5/17/2024,,,,
,6h sáng,5/18/2024,,,,  -   ,  -   ,11200,,,,,,,,,,,,,,5/18/2024,,,,
,6h sáng,5/19/2024,,,,  -   ,  -   ,1000,,,,,,,,,,,,,,5/19/2024,,,,
,6h sáng,5/20/2024,,,,  -   ,  -   ,11200,,,,,,,,,,,,,,5/20/2024,,,,
,6h sáng,5/21/2024,,,,  -   ,  -   ,11200,,,,,,,,,,,,,,5/21/2024,,,,
,6h sáng,5/22/2024,,,,  -   ,  -   ,11200,,,,,,,,,,,,,,5/22/2024,,,,
,6h sáng,5/23/2024,,,,  -   ,  -   ,11200,,,,,,,,,,,,,,5/23/2024,,,,
,6h sáng,5/24/2024,,,,  -   ,  -   ,11200,,,,,,,,,,,,,,5/24/2024,,,,
,6h sáng,5/25/2024,,,,  -   ,  -   ,11200,,,,,,,,,,,,,,5/25/2024,,,,
,6h sáng,5/26/2024,,,,  -   ,  -   ,1000,,,,,,,,,,,,,,5/26/2024,,,,
,6h sáng,5/27/2024,,,,  -   ,  -   ,11200,,,,,,,,,,,,,,5/27/2024,,,,
,6h sáng,5/28/2024,,,,  -   ,  -   ,11200,,,,,,,,,,,,,,5/28/2024,,,,
,6h sáng,5/29/2024,,,,  -   ,  -   ,11200,,,,,,,,,,,,,,5/29/2024,,,,
,6h sáng,5/30/2024,,,,  -   ,  -   ,11200,,,,,,,,,,,,,,5/30/2024,,,,
,6h sáng,5/31/2024,,,,  -   ,  -   ,11200,,,,,,,,,,,,,,5/31/2024,,,,
,6h sáng,6/1/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,6/1/2024,,,,
,6h sáng,6/2/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,6/2/2024,,,,
,6h sáng,6/3/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,6/3/2024,,,,
,6h sáng,6/4/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,6/4/2024,,,,
,6h sáng,6/5/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,6/5/2024,,,,
,6h sáng,6/6/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,6/6/2024,,,,
,6h sáng,6/7/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,6/7/2024,,,,
,6h sáng,6/8/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,6/8/2024,,,,
,6h sáng,6/9/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,6/9/2024,,,,
,6h sáng,6/10/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,6/10/2024,,,,
,6h sáng,6/11/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,6/11/2024,,,,
,6h sáng,6/12/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,6/12/2024,,,,
,6h sáng,6/13/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,6/13/2024,,,,
,6h sáng,6/14/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,6/14/2024,,,,
,6h sáng,6/15/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,6/15/2024,,,,
,6h sáng,6/16/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,6/16/2024,,,,
,6h sáng,6/17/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,6/17/2024,,,,
,6h sáng,6/18/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,6/18/2024,,,,
,6h sáng,6/19/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,6/19/2024,,,,
,6h sáng,6/20/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,6/20/2024,,,,
,6h sáng,6/21/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,6/21/2024,,,,
,6h sáng,6/22/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,6/22/2024,,,,
,6h sáng,6/23/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,6/23/2024,,,,
,6h sáng,6/24/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,6/24/2024,,,,
,6h sáng,6/25/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,6/25/2024,,,,
,6h sáng,6/26/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,6/26/2024,,,,
,6h sáng,6/27/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,6/27/2024,,,,
,6h sáng,6/28/2024,,,,  -   ,  -   ,,,,,,,,,,,,,,,6/28/2024,,,,
,6h sáng,6/29/2024,,,,  -   ,,,,,,,,,,,,,,,,6/29/2024,,,,
,6h sáng,6/30/2024,,,,  -   ,,,,,,,,,,,,,,,,6/30/2024,,,,
,6h sáng,7/1/2024,"  16,918.00 ","  6,330.00 ","  6,937.00 ","  30,185.00 ","  14,300.00 ",,Run,Run,Run,Run,Run,Run,,,,,,,,7/1/2024,"  9,100.00 ","  2,700.00 ","  2,500.00 ","  14,300.00 "
,6h sáng,7/2/2024,"  17,009.00 ","  6,357.00 ","  6,962.00 ","  30,328.00 ","  13,800.00 ",,Run,Run,Run,Run,Run,Run,,,,,,,,7/2/2024,"  7,300.00 ","  3,400.00 ","  3,100.00 ","  13,800.00 "
,6h sáng,7/3/2024,"  17,082.00 ","  6,391.00 ","  6,993.00 ","  30,466.00 ","  14,700.00 ",,Run,Run,Run,Run,Run,Run,,,,,,,,7/3/2024,"  8,100.00 ","  3,500.00 ","  3,100.00 ","  14,700.00 "
,6h sáng,7/4/2024,"  17,163.00 ","  6,426.00 ","  7,024.00 ","  30,613.00 ","  15,900.00 ",,Run,Run,Run,Run,Run,Run,,,,,,,,7/4/2024,"  9,100.00 ","  2,800.00 ","  4,000.00 ","  15,900.00 "
,6h sáng,7/5/2024,"  17,254.00 ","  6,454.00 ","  7,064.00 ","  30,772.00 ","  6,700.00 ",,Run,Run,Run,Run,Run,Run,,,,,,,,7/5/2024,"  4,600.00 ",  600.00 ,"  1,500.00 ","  6,700.00 "
,6h sáng,7/6/2024,"  17,300.00 ","  6,460.00 ","  7,079.00 ","  30,839.00 ","  5,600.00 ",,Run,Run,Run,Run,Run,Run,,,,,,,,7/6/2024,"  4,000.00 ","  1,500.00 ",  100.00 ,"  5,600.00 "
,6h sáng,7/7/2024,"  17,340.00 ","  6,475.00 ","  7,080.00 ","  30,895.00 ","  1,200.00 ",,Run,Run,Run,Run,Run,Run,,,,,,,,7/7/2024,  500.00 ,  500.00 ,  200.00 ,"  1,200.00 "
,6h sáng,7/8/2024,"  17,345.00 ","  6,480.00 ","  7,082.00 ","  30,907.00 ","  13,500.00 ",,Run,Run,Run,Run,Run,Run,,,,,,,,7/8/2024,"  7,000.00 ","  3,000.00 ","  3,500.00 ","  13,500.00 "
,6h sáng,7/9/2024,"  17,415.00 ","  6,510.00 ","  7,117.00 ","  31,042.00 ","  12,400.00 ",,Run,Run,Run,Run,Run,Run,,,,,,,,7/9/2024,"  5,400.00 ","  3,400.00 ","  3,600.00 ","  12,400.00 "
,6h sáng,7/10/2024,"  17,469.00 ","  6,544.00 ","  7,153.00 ","  31,166.00 ","  19,000.00 ",,Run,Run,Run,Run,Run,Run,,,,,,,,7/10/2024,"  11,900.00 ","  3,500.00 ","  3,600.00 ","  19,000.00 "
,6h sáng,7/11/2024,"  17,588.00 ","  6,579.00 ","  7,189.00 ","  31,356.00 ","  15,200.00 ",,Run,Run,Run,Run,Run,Run,,,,,,,,7/11/2024,"  8,100.00 ","  3,100.00 ","  4,000.00 ","  15,200.00 "
,6h sáng,7/12/2024,"  17,669.00 ","  6,610.00 ","  7,229.00 ","  31,508.00 ","  15,800.00 ",,Run,Run,Run,Run,Run,Run,,,,,,,,7/12/2024,"  8,700.00 ","  3,200.00 ","  3,900.00 ","  15,800.00 "
,6h sáng,7/13/2024,"  17,756.00 ","  6,642.00 ","  7,268.00 ","  31,666.00 ","  13,500.00 ",,Run,Run,Run,Run,Run,Run,,,,,,,,7/13/2024,"  7,000.00 ","  3,200.00 ","  3,300.00 ","  13,500.00 "
,6h sáng,7/14/2024,"  17,826.00 ","  6,674.00 ","  7,301.00 ","  31,801.00 ","  1,900.00 ",,Run,Run,Run,Run,Run,Run,,,,,,,,7/14/2024,"  1,800.00 ",  -   ,  100.00 ,"  1,900.00 "
,6h sáng,7/15/2024,"  17,844.00 ","  6,674.00 ","  7,302.00 ","  31,820.00 ","  13,000.00 ",,Run,Run,Run,Run,Run,Run,,,,,,,,7/15/2024,"  8,600.00 ","  1,600.00 ","  2,800.00 ","  13,000.00 "
,6h sáng,7/16/2024,"  17,930.00 ","  6,690.00 ","  7,330.00 ","  31,950.00 ","  13,400.00 ",,Run,Run,Run,Run,Run,Run,,,,,,,,7/16/2024,"  6,300.00 ","  4,600.00 ","  2,500.00 ","  13,400.00 "
,6h sáng,7/17/2024,"  17,993.00 ","  6,736.00 ","  7,355.00 ","  32,084.00 ","  13,100.00 ",,Run,Run,Run,Run,Run,Run,,,,,,,,7/17/2024,"  7,400.00 ","  2,400.00 ","  3,300.00 ","  13,100.00 "
,6h sáng,7/18/2024,"  18,067.00 ","  6,760.00 ","  7,388.00 ","  32,215.00 ","  13,500.00 ",,Run,Run,Run,Run,Run,Run,,,,,,,,7/18/2024,"  7,200.00 ","  3,100.00 ","  3,200.00 ","  13,500.00 "
,6h sáng,7/19/2024,"  18,139.00 ","  6,791.00 ","  7,420.00 ","  32,350.00 ","  14,500.00 ",,Run,Run,Run,Run,Run,Run,,,,,,,,7/19/2024,"  8,100.00 ","  3,100.00 ","  3,300.00 ","  14,500.00 "
,6h sáng,7/20/2024,"  18,220.00 ","  6,822.00 ","  7,453.00 ","  32,495.00 ","  10,500.00 ",,Run,Run,Run,Run,Run,Run,,,,,,,,7/20/2024,"  6,300.00 ","  2,600.00 ","  1,600.00 ","  10,500.00 "
,6h sáng,7/21/2024,"18,283.00","6,848.00",7469.00,"  32,600.00 ","  1,700.00 ",,Off,Off,Off,Off,Off,Off,,,,,,,,7/21/2024,"  1,500.00 ",  -   ,  200.00 ,"  1,700.00 "
,6h sáng,7/22/2024,"18,298.00","6,848.00",7471.00,"  32,617.00 ","  13,300.00 ",,Run,Run,Run,Run,Run,Run,,,,,,,,7/22/2024,"  6,800.00 ","  3,200.00 ","  3,300.00 ","  13,300.00 "
,6h sáng,7/23/2024,"18,366.00","6,880.00",7504.00,"  32,750.00 ","  14,500.00 ",,Run,Run,Run,Run,Run,Run,,,,,,,,7/23/2024,"  8,300.00 ","  3,200.00 ","  3,000.00 ","  14,500.00 "
,6h sáng,7/24/2024,"18,449.00","6,912.00",7534.00,"  32,895.00 ","  14,100.00 ",,Run,Run,Run,Run,Run,Run,,,,,,,,7/24/2024,"  7,600.00 ","  3,000.00 ","  3,500.00 ","  14,100.00 "
,6h sáng,7/25/2024,"18,525.00","6,942.00",7569.00,"  33,036.00 ","  17,500.00 ",,Run,Run,Run,Run,Run,Run,,,,,,,,7/25/2024,"  11,500.00 ","  3,000.00 ","  3,000.00 ","  17,500.00 "
